taxonUUID,taiCOLNameCode,taxonRank,kingdom,simplifiedScientificName,endemism,nativeness,protectedStatusTW,categoryRedlistTW,categoryIUCN,sensitiveCategory,reason,number_of_occurrence,TT_URL
8b43dfc2-5105-4b46-8787-54967af187f1,"",superdomain,"",Cellular Organisms,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/8b43dfc2-5105-4b46-8787-54967af187f1
c81c2d9d-6ab5-461f-ba33-48c46fd7a98f,"",domain,"",Bacteria,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/c81c2d9d-6ab5-461f-ba33-48c46fd7a98f
ccd11454-a14f-4ba4-81d9-b135e1ff7ba7,"",kingdom,Postgaardia,Postgaardia,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/ccd11454-a14f-4ba4-81d9-b135e1ff7ba7
d08f6498-abca-4c04-893e-a6e7856d6199,"",kingdom,Glycomonada,Glycomonada,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/d08f6498-abca-4c04-893e-a6e7856d6199
9e5a3739-cd0f-48a2-9153-a26de92d6f51,"",kingdom,Tsukubamonadea,Tsukubamonadea,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/9e5a3739-cd0f-48a2-9153-a26de92d6f51
64876e3f-78ad-4cd2-97b9-ec49a9243591,"",kingdom,Trichozoa,Trichozoa,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/64876e3f-78ad-4cd2-97b9-ec49a9243591
96754173-537c-4192-ad37-2b6b0b330541,"",kingdom,Haptista,Haptista,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/96754173-537c-4192-ad37-2b6b0b330541
b97f04e6-e040-43c4-a957-4c1d09c2094f,"",kingdom,Cryptista,Cryptista,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/b97f04e6-e040-43c4-a957-4c1d09c2094f
c8f3b6cb-313b-4468-bb84-48c3fd8820b3,"",kingdom,Anaeromonada,Anaeromonada,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/c8f3b6cb-313b-4468-bb84-48c3fd8820b3
ac0aa1ee-ddab-47cf-9d12-98ab90b07dff,"",kingdom,Podiata,Podiata,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/ac0aa1ee-ddab-47cf-9d12-98ab90b07dff
88a7facc-492e-457e-98c7-73ce5329017e,"",kingdom,Plantae,Plantae,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/88a7facc-492e-457e-98c7-73ce5329017e
eb510f8d-b32e-45ab-80b9-32f69c9bed85,"",kingdom,Picobiliphyta,Picobiliphyta,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/eb510f8d-b32e-45ab-80b9-32f69c9bed85
4b5dfd8d-fa42-4035-af1b-5babdcfa3520,"",kingdom,Telonemia,Telonemia,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/4b5dfd8d-fa42-4035-af1b-5babdcfa3520
65416715-6e97-48a4-a0e0-5aff900272ee,"",kingdom,Hemimastigophora,Hemimastigophora,"","","","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/65416715-6e97-48a4-a0e0-5aff900272ee
28731836-31a0-45ee-a2a3-c141f6c9698b,"",subkingdom,Plantae,Viridiplantae,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/28731836-31a0-45ee-a2a3-c141f6c9698b
84d66a1e-e183-4a24-9764-62ad5c87ee24,"",superphylum,Plantae,Chlorophytes,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/84d66a1e-e183-4a24-9764-62ad5c87ee24
0ea931ec-3d72-4ea9-9848-f42a1f973bef,"",superphylum,Plantae,Streptophyta,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/0ea931ec-3d72-4ea9-9848-f42a1f973bef
8973cf04-1c50-4e7f-9536-08fbdf4d101e,"",phylum,Plantae,Embryophyta,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/8973cf04-1c50-4e7f-9536-08fbdf4d101e
a058395d-ef45-4ba9-8944-e5796de70d58,"",subphylum,Plantae,Tracheophytina,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/a058395d-ef45-4ba9-8944-e5796de70d58
66d71e3a-fdee-41c1-9d86-1eaed0814d8a,"",superclass,Plantae,Lycophytes,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/66d71e3a-fdee-41c1-9d86-1eaed0814d8a
4660d8c7-a841-4c28-924a-873b42df4c96,"",superclass,Plantae,Euphyllophytes,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/4660d8c7-a841-4c28-924a-873b42df4c96
98b9a434-cbbf-4a74-9806-c0213bb4174b,"",class,Plantae,Isoetopsida,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/98b9a434-cbbf-4a74-9806-c0213bb4174b
1d77bcab-859b-482c-bf8e-054c4e432060,"",class,Plantae,Equisetopsida,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/1d77bcab-859b-482c-bf8e-054c4e432060
da05bb3c-78cd-40ab-9742-701cb694f50d,"",class,Plantae,Psilotopsida,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/da05bb3c-78cd-40ab-9742-701cb694f50d
734b9beb-f241-4b6b-b450-778beee26c52,"",class,Plantae,Marattiopsida,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/734b9beb-f241-4b6b-b450-778beee26c52
08da3c0e-e153-4090-b3d7-e3cfaf74bbcb,"",class,Plantae,Spermatopsida,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/08da3c0e-e153-4090-b3d7-e3cfaf74bbcb
84909b46-ad27-4df3-8a4a-f8892cba0249,"",subclass,Plantae,Lycopodiidae,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/84909b46-ad27-4df3-8a4a-f8892cba0249
d71da4b4-6d1d-4c3f-b28b-3f2f6e7eb039,"",subclass,Plantae,Isoetidae,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/d71da4b4-6d1d-4c3f-b28b-3f2f6e7eb039
9f55a90a-7528-4b3a-94f0-e07a34fec72d,"",subclass,Plantae,Ginkgoidae,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/9f55a90a-7528-4b3a-94f0-e07a34fec72d
450e1089-93fd-41ad-8627-8024da76405e,"",subclass,Plantae,Gnetidae,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/450e1089-93fd-41ad-8627-8024da76405e
b65e5700-b03e-404b-a8ca-baddd53067d2,"",order,Plantae,Welwitschiales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/b65e5700-b03e-404b-a8ca-baddd53067d2
d4538179-8c94-463b-9738-58a22848edf1,"",order,Plantae,Gnetales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/d4538179-8c94-463b-9738-58a22848edf1
310e40e5-c407-40b5-9a2b-8dbeeac7d393,"",order,Plantae,Ephedrales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/310e40e5-c407-40b5-9a2b-8dbeeac7d393
e27fd325-f7c5-480f-8c01-63107b0ac9e7,"",order,Plantae,Canellales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/e27fd325-f7c5-480f-8c01-63107b0ac9e7
f575ead5-fddb-4963-a938-5f49c765037b,"",order,Plantae,Acorales,"",原生 Native,"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/f575ead5-fddb-4963-a938-5f49c765037b
e9f4a72d-5067-4ce0-a3bd-3e6055fa1fdf,"",order,Plantae,Gunnerales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/e9f4a72d-5067-4ce0-a3bd-3e6055fa1fdf
35d0e9bd-3770-45f6-af67-f91c9a7a88ff,"",order,Plantae,Picramniales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/35d0e9bd-3770-45f6-af67-f91c9a7a88ff
520cf167-010a-4996-b3c6-eea79bd2c347,"",order,Plantae,Berberidopsidales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/520cf167-010a-4996-b3c6-eea79bd2c347
ecec58f7-2493-406c-bd68-a55d7d85221f,"",order,Plantae,Metteniusales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/ecec58f7-2493-406c-bd68-a55d7d85221f
f72678b2-17dd-4f44-9c78-1f2cf848a4c7,"",order,Plantae,Vahliales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/f72678b2-17dd-4f44-9c78-1f2cf848a4c7
7de95bc3-65d0-49f5-8952-383737ee2ccc,"",order,Plantae,Escalloniales,"",外來栽培 Cultivated (non-native),"","","","",taiCOLNameCode空白,,https://vvtaxatree.tbn.org.tw/taxa/7de95bc3-65d0-49f5-8952-383737ee2ccc
